year,tree,bagPerReplicate,gallSizeDiameter_mm,BtreataeEmergence 
2004,2,2,4.99,1
2004,2,2,6.34,1
2004,2,2,6.38,1
2004,2,2,6.35,1
2004,2,2,7.22,1
2004,2,2,7.55,1
2004,2,2,7.1,1
2004,2,2,7.65,1
2004,2,2,7.12,1
2004,2,2,6.82,1
2004,2,2,7.15,1
2004,2,2,6.92,1
2004,2,2,6.62,1
2004,2,2,4.65,1
2004,2,2,7.15,1
2004,2,2,6.95,1
2004,2,2,6.6,1
2004,2,2,7.4,1
2004,2,2,7.03,1
2004,2,2,6.8,1
2004,2,2,5.78,1
2004,2,2,6.56,1
2004,2,2,6.27,1
2004,2,2,7.31,1
2004,2,2,6.24,1
2004,2,2,6.57,1
2004,2,2,7.91,1
2004,2,2,6.51,1
2004,2,2,6.58,1
2004,2,2,6.5,1
2004,2,2,6.3,1
2004,2,2,6.49,1
2004,2,2,5.59,1
2004,2,2,5.9,1
2004,2,2,4.75,1
2004,2,2,5.46,1
2004,2,2,6.07,1
2004,2,2,6.3,1
2004,2,2,5.84,1
2004,2,2,5.57,1
2004,2,2,6.33,1
2004,2,2,6.47,1
2004,2,2,6.49,1
2004,2,2,5.79,1
2004,2,2,5.85,1
2004,2,2,5.82,1
2004,2,2,5.01,1
2004,2,2,5.1,1
2004,2,2,5.56,1
2004,2,2,5.84,1
2004,2,2,6.18,1
2004,2,2,6.04,1
2004,2,2,5.9,1
2004,2,2,6.51,1
2004,2,2,6.09,1
2004,2,2,6.39,1
2004,2,2,6.94,1
2004,2,2,5.59,1
2004,2,2,5.67,1
2004,2,2,6.53,1
2004,2,2,6.56,1
2004,2,2,5.61,1
2004,2,2,5.37,1
2004,2,2,6.24,1
2004,2,2,6.57,1
2004,2,2,5.71,1
2004,2,2,4.9,1
2004,2,2,6.33,1
2004,2,2,5.99,1
2004,2,2,5.67,1
2004,2,2,5.61,1
2004,2,2,5.69,1
2004,2,2,5.65,1
2004,2,2,5.92,1
2004,2,2,5.14,1
2004,2,2,5.98,1
2004,2,2,5.18,1
2004,2,2,5.17,1
2004,2,2,5.41,1
2004,2,2,5.41,1
2004,2,2,5.85,1
2004,2,2,4.92,1
2004,2,2,5.42,1
2004,2,2,5.48,1
2004,2,2,4.59,1
2004,2,2,4.19,1
2004,2,2,4.84,1
2004,2,2,4.38,1
2004,2,2,6.53,1
2004,2,2,4.49,1
2004,2,2,4.46,1
2004,2,2,5.18,1
2004,2,2,4.74,1
2004,2,2,5.66,1
2004,2,2,5.45,1
2004,2,2,5.37,1
2004,2,2,4.37,1
2004,2,2,5.36,1
2004,2,2,5.11,1
2004,2,2,5.55,1
2004,2,2,5.57,1
2004,2,2,4.35,1
2004,2,2,3.87,1
2004,2,2,4.97,1
2004,2,2,5.03,1
2004,2,3,7.72,1
2004,2,3,6.28,1
2004,2,3,5.6,0
2004,2,3,4.63,0
2004,2,3,5.03,0
2004,2,3,5.2,1
2004,2,3,6.41,1
2004,2,3,6.29,1
2004,2,3,6.57,1
2004,2,3,6.17,1
2004,2,3,6.29,1
2004,2,3,4.84,1
2004,2,3,6.1,1
2004,2,3,6,1
2004,2,3,5.6,1
2004,2,3,4.74,1
2004,16,1,4.89,1
2004,16,1,5.45,1
2004,16,1,4.73,0
2004,16,1,3.06,0
2004,16,1,2.62,0
2004,16,1,4.63,0
2004,16,1,6.84,0
2004,16,1,6.33,0
2004,16,1,4.64,1
2004,16,1,3.81,1
2004,16,1,4.5,1
2004,16,1,6.09,1
2004,16,1,5.57,1
2004,16,1,4.61,1
2004,16,1,6.08,1
2004,16,1,5.53,1
2004,16,1,5.64,1
2004,16,1,4.62,1
2004,16,1,4.57,1
2004,16,1,4.44,1
2004,16,1,3.49,1
2004,16,1,4.14,1
2004,16,1,4.94,1
2004,16,1,5.03,1
2004,16,1,4.64,1
2004,16,1,5.96,1
2004,16,1,4.71,1
2004,16,1,4.87,1
2004,16,1,5.45,1
2004,16,1,3.92,1
2004,16,1,4.38,1
2004,16,1,4.68,1
2004,16,1,3.7,1
2004,16,3,7.29,1
2004,16,3,5.81,1
2004,16,3,2.72,0
2004,16,3,6.75,0
2004,16,3,7.01,0
2004,16,3,6.57,1
2004,16,3,5.22,1
2004,16,3,3.78,1
2004,15,1,5.33,1
2004,15,1,3.8,1
2004,15,1,3.44,1
2004,15,1,5.23,1
2004,15,3,4.56,1
2004,15,3,5.53,0
2004,15,3,5.04,0
2004,15,3,6.25,0
2004,15,3,4.69,0
2004,15,3,6.4,0
2004,15,3,6.43,1
2004,15,3,5.12,1
2004,15,3,7.33,1
2004,15,3,7.1,1
2004,15,3,5.57,1
2004,15,3,6.38,1
2004,15,3,5.24,1
2004,15,3,5.65,1
2004,15,3,6.09,1
2004,15,3,6.12,1
2004,15,3,6.58,1
2004,15,3,6.72,1
2004,15,3,5.12,1
2004,15,3,7.33,1
2004,15,3,7.1,1
2004,15,3,5.57,1
2004,15,3,6.38,1
2004,15,3,5.24,1
2004,15,3,5.65,1
2004,15,3,6.09,1
2004,15,3,6.12,1
2004,15,3,6.58,1
2004,15,3,6.72,1
2004,15,3,6.4,1
2004,15,3,6.18,1
2004,15,3,6.95,1
2004,15,3,6.39,1
2004,15,3,6.98,1
2004,15,3,4.51,1
2004,15,3,6.46,1
2004,15,3,5.34,1
2004,15,3,5.23,1
2004,15,3,5.37,1
2004,15,3,4.61,1
2004,15,3,4.1,1
2004,15,3,4.2,1
2004,15,3,4.3,0
2004,15,3,4.4,0
2004,11,1,6.14,0
2004,11,1,5.48,0
2004,11,1,6.49,0
2004,11,1,6.74,1
2004,11,1,5.18,1
2004,11,1,6.32,1
2004,11,1,4.4,1
2004,11,1,3.98,0
2004,11,1,6.61,1
2004,11,1,6.1,1
2004,11,1,4.29,1
2004,11,1,4.87,1
2004,11,1,4.14,1
2004,11,1,5.6,0
2004,11,1,5.11,1
2004,11,1,4.45,1
2004,11,1,4.35,1
2004,11,1,5.3,0
2004,11,1,4.58,0
2004,11,1,5.55,1
2004,11,1,5.49,1
2004,11,1,5.58,1
2004,11,1,4.4,1
2004,11,1,3.75,1
2004,11,1,3.57,1
2004,11,2,7.33,1
2004,11,2,6.44,0
2004,11,2,6.54,0
2004,11,2,7.22,0
2004,11,2,5.02,0
2004,11,2,6.16,0
2004,11,2,5.46,0
2004,11,2,4.78,0
2004,11,2,6.14,0
2004,11,2,6.17,0
2004,11,2,5.87,0
2004,11,2,3.72,0
2004,11,2,7.52,0
2004,11,2,7.67,0
2004,11,2,8.38,1
2004,11,2,7.1,1
2004,11,2,6.84,1
2004,11,2,6.13,1
2004,11,2,5.51,1
2004,11,2,6.68,1
2004,11,2,5.73,1
2004,11,2,6,1
2004,11,2,8.13,1
2004,11,2,6.12,1
2004,11,2,7.72,1
2004,11,2,4.4,1
2004,11,2,7.54,1
2004,11,2,3.45,1
2004,11,2,6.38,1
2004,11,2,4.55,1
2004,11,2,5.17,1
2004,11,2,5.07,1
2004,11,2,4.97,1
2004,11,2,5.02,1
2004,11,2,3.5,1
2004,11,2,4.6,1
2004,11,2,4.52,1
2004,11,2,6.26,1
2004,11,2,5.74,1
2004,11,2,4.32,1
2004,11,2,5.49,1
2004,11,2,6.61,1
2004,11,2,5.48,1
2004,11,2,6.82,1
2004,11,2,5.76,1
2004,11,2,7.68,1
2004,11,2,3.4,1
2004,11,2,4.55,1
2004,11,2,4.98,1
2004,11,2,5.43,1
2004,11,2,7.24,1
2004,11,2,4.92,1
2004,11,2,5.67,1
2004,11,2,4.52,1
2004,11,2,7.6,1
2004,11,2,5.18,1
2004,11,2,6.09,1
2004,11,2,3.17,1
2004,11,2,5.19,1
2004,11,2,6.85,1
2004,11,2,6.1,1
2004,11,2,5.68,1
2004,11,2,5.55,1
2004,11,2,5.16,1
2004,11,2,3.97,1
2004,11,3,6.99,1
2004,11,3,6.74,1
2004,11,3,7.11,0
2004,11,3,6.16,0
2004,11,3,5.75,0
2004,11,3,6.28,0
2004,11,3,5.05,0
2004,11,3,4.17,0
2004,11,3,5.84,0
2004,11,3,6.52,0
2004,11,3,5.49,0
2004,11,3,4.02,0
2004,11,3,6.59,0
2004,11,3,6.3,0
2004,11,3,6.81,0
2004,11,3,6.39,1
2004,11,3,5.74,1
2004,11,3,5.53,1
2004,11,3,6.32,1
2004,11,3,7.65,1
2004,11,3,6.81,1
2004,11,3,4.14,1
2004,11,3,4.78,1
2004,11,3,4.6,1
2004,11,3,6.1,1
2004,11,3,6.39,1
2004,11,3,5.02,1
2004,11,3,5.6,1
2004,11,3,3.96,1
2004,11,3,6.04,1
2004,11,3,4.95,1
2004,11,3,7.66,1
2004,11,3,5.6,1
2004,11,3,5.35,1
2004,11,3,3.98,1
2004,11,3,5.41,1
2004,11,3,6.7,1
2004,11,3,4.84,1
2004,11,3,6.8,1
2004,11,3,5.09,1
2004,11,3,4.91,1
2004,11,3,4.18,1
2004,11,3,6.22,1
2004,11,3,5.66,1
2004,11,3,5.04,1
2004,11,3,4.71,1
2004,11,3,4.54,1
2004,11,3,5.08,1
2008,19,1,2.6,0
2008,19,1,2.98,0
2008,19,1,3.8,0
2008,19,1,3.94,0
2008,19,1,4,1
2008,19,1,4.39,1
2008,19,1,4.51,0
2008,19,1,5.42,1
2008,19,1,5.55,0
2008,19,1,5.61,1
2008,19,1,5.82,0
2008,19,1,5.91,0
2008,19,1,6.12,0
2008,19,1,7.16,0
2008,19,1,8.83,0
2008,19,2,1.92,0
2008,19,2,2.68,0
2008,19,2,2.85,0
2008,19,2,3.36,1
2008,19,2,3.54,1
2008,19,2,3.65,1
2008,19,2,3.82,1
2008,19,2,3.99,1
2008,19,2,4.05,1
2008,19,2,4.1,1
2008,19,2,4.27,1
2008,19,2,4.28,1
2008,19,2,4.34,1
2008,19,2,4.42,1
2008,19,2,4.69,1
2008,19,2,4.83,0
2008,19,2,4.98,1
2008,19,2,5,0
2008,19,2,5.02,1
2008,19,2,5.12,0
2008,19,2,5.18,0
2008,19,2,5.26,1
2008,19,2,5.32,0
2008,19,2,5.36,1
2008,19,2,5.48,1
2008,19,2,5.48,1
2008,19,2,5.69,1
2008,19,2,5.72,1
2008,19,2,5.75,1
2008,19,2,5.81,0
2008,19,2,5.83,1
2008,19,2,5.85,0
2008,19,2,5.86,0
2008,19,2,5.86,0
2008,19,2,5.87,0
2008,19,2,5.9,0
2008,19,2,5.92,0
2008,19,2,5.96,1
2008,19,2,6.11,0
2008,19,2,6.28,1
2008,19,2,6.4,1
2008,19,2,8.1,1
2008,19,2,8.2,0
2008,19,2,8.91,0
2008,19,3,4.45,1
2008,19,3,4.99,1
2008,19,3,5.01,1
2008,19,3,5.13,1
2008,19,3,5.14,1
2008,19,3,5.17,1
2008,19,3,5.19,1
2008,19,3,5.22,1
2008,19,3,5.26,1
2008,19,3,5.3,1
2008,19,3,5.33,1
2008,19,3,5.37,1
2008,19,3,5.39,1
2008,19,3,5.4,1
2008,19,3,5.7,1
2008,19,3,5.78,1
2008,19,3,5.81,1
2008,19,3,5.96,1
2008,19,3,5.96,1
2008,19,4,2.98,0
2008,19,4,3.11,1
2008,19,4,3.36,1
2008,19,4,3.66,1
2008,19,4,3.81,0
2008,19,4,3.97,1
2008,19,4,4.05,1
2008,19,4,4.12,1
2008,19,4,4.54,1
2008,19,4,5.05,1
2008,19,4,5.32,1
2008,19,4,5.66,0
2008,19,4,5.67,0
2008,19,4,5.82,1
2008,19,4,5.82,0
2008,19,4,5.88,1
2008,19,4,5.94,1
2008,19,4,6.01,0
2008,19,4,6.08,1
2008,19,4,6.22,0
2008,19,4,6.31,1
2008,19,4,6.36,1
2008,19,4,6.66,1
2008,19,4,6.92,0
2008,19,5,2,0
2008,19,5,2.6,0
2008,19,5,3.16,1
2008,19,5,3.39,0
2008,19,5,3.4,0
2008,19,5,3.47,0
2008,19,5,3.51,0
2008,19,5,3.54,1
2008,19,5,3.55,1
2008,19,5,3.64,0
2008,19,5,3.79,1
2008,19,5,3.85,1
2008,19,5,3.92,0
2008,19,5,3.93,1
2008,19,5,4.01,1
2008,19,5,4.03,1
2008,19,5,4.09,1
2008,19,5,4.23,1
2008,19,5,4.23,1
2008,19,5,4.41,1
2008,19,5,4.44,0
2008,19,5,4.52,0
2008,19,5,4.54,1
2008,19,5,4.55,1
2008,19,5,4.69,1
2008,19,5,5,1
2008,19,5,5.1,1
2008,19,5,5.1,1
2008,19,5,5.34,1
2008,19,5,5.35,1
2008,19,5,5.36,1
2008,19,5,5.39,1
2008,19,5,5.43,1
2008,19,5,5.47,1
2008,19,5,5.56,1
2008,19,5,5.56,0
2008,19,5,5.56,0
2008,19,5,5.61,1
2008,19,5,5.66,1
2008,19,5,5.67,0
2008,19,5,5.71,0
2008,19,5,5.76,0
2008,19,5,5.79,0
2008,19,5,5.8,0
2008,19,5,5.85,1
2008,19,5,5.85,1
2008,19,5,5.86,1
2008,19,5,5.9,1
2008,19,5,5.91,1
2008,19,5,5.92,0
2008,19,5,5.94,0
2008,19,5,5.96,0
2008,19,5,5.97,1
2008,19,5,6,1
2008,19,5,6.05,0
2008,19,5,6.06,0
2008,19,5,6.23,1
2008,19,5,6.34,1
2008,19,5,6.45,0
2008,19,5,6.46,1
2008,19,5,6.68,1
2008,19,5,6.85,1
2008,19,5,6.98,0
2008,19,5,7.06,1
2008,19,5,7.42,0
2008,19,6,2.68,0
2008,19,6,3.64,1
2008,19,6,3.68,1
2008,19,6,4.03,0
2008,19,6,4.4,1
2008,19,6,4.85,1
2008,19,6,5.04,1
2008,19,6,5.15,1
2008,19,6,5.17,1
2008,19,6,5.18,1
2008,19,6,5.35,1
2008,19,6,5.46,1
2008,19,6,5.69,1
2008,19,6,5.69,1
2008,19,6,5.98,1
2008,19,6,6.03,0
2008,19,6,6.13,1
2008,19,6,6.19,1
2008,19,7,2.66,0
2008,19,7,2.88,0
2008,19,7,2.92,0
2008,19,7,2.96,0
2008,19,7,3.07,1
2008,19,7,3.14,1
2008,19,7,3.25,1
2008,19,7,3.33,1
2008,19,7,3.35,1
2008,19,7,3.36,1
2008,19,7,3.56,0
2008,19,7,4.04,1
2008,19,7,4.05,1
2008,19,7,4.21,1
2008,19,7,4.33,1
2008,19,7,4.59,1
2008,19,7,4.76,1
2008,19,7,5.46,1
2008,19,7,5.76,0
2008,19,7,5.78,1
2008,19,7,5.87,1
2008,19,7,5.93,0
2008,19,7,5.97,0
2008,19,7,5.99,1
2008,19,7,6.06,1
2008,19,7,6.4,1
2008,19,7,6.81,1
2008,19,7,6.93,1
2008,19,7,7.16,1
2008,19,7,7.3,1
2008,19,7,7.37,1
2008,19,8,2.54,0
2008,19,8,3.44,1
2008,19,8,3.58,0
2008,19,8,3.97,1
2008,19,8,4.45,1
2008,19,8,5.05,1
2008,19,8,5.67,0
2008,19,8,5.78,1
2008,19,8,5.8,0
2008,19,8,5.94,0
2008,19,8,5.99,1
2008,19,8,6.3,0
2008,19,8,6.75,1
2008,19,8,6.98,0
2008,19,8,6.99,1
2008,19,8,8,1
2008,19,9,2.83,0
2008,19,9,2.95,0
2008,19,9,3.25,1
2008,19,9,3.38,1
2008,19,9,3.39,1
2008,19,9,3.49,1
2008,19,9,3.5,0
2008,19,9,3.58,0
2008,19,9,3.63,1
2008,19,9,3.72,0
2008,19,9,3.73,1
2008,19,9,3.75,0
2008,19,9,3.76,0
2008,19,9,3.82,1
2008,19,9,3.85,1
2008,19,9,3.91,1
2008,19,9,3.93,1
2008,19,9,3.97,0
2008,19,9,4,0
2008,19,9,4.01,1
2008,19,9,4.03,1
2008,19,9,4.05,1
2008,19,9,4.16,1
2008,19,9,4.21,1
2008,19,9,4.23,0
2008,19,9,4.24,1
2008,19,9,4.25,1
2008,19,9,4.26,1
2008,19,9,4.3,1
2008,19,9,4.34,1
2008,19,9,4.37,1
2008,19,9,4.39,1
2008,19,9,4.4,1
2008,19,9,4.42,1
2008,19,9,4.43,1
2008,19,9,4.48,1
2008,19,9,4.49,1
2008,19,9,4.52,0
2008,19,9,4.56,1
2008,19,9,4.6,1
2008,19,9,4.76,1
2008,19,9,4.77,1
2008,19,9,4.95,1
2008,19,9,4.97,1
2008,19,9,5.04,1
2008,19,9,5.04,1
2008,19,9,5.05,1
2008,19,9,5.06,1
2008,19,9,5.22,1
2008,19,9,5.31,1
2008,19,9,5.34,1
2008,19,9,5.36,0
2008,19,9,5.51,0
2008,19,9,5.56,0
2008,19,9,5.57,1
2008,19,9,5.59,1
2008,19,9,5.74,1
2008,19,9,5.75,0
2008,19,9,5.78,0
2008,19,9,5.82,1
2008,19,9,5.84,0
2008,19,9,5.85,1
2008,19,9,5.87,1
2008,19,9,5.87,0
2008,19,9,5.88,1
2008,19,9,5.88,1
2008,19,9,5.89,0
2008,19,9,5.92,1
2008,19,9,5.94,0
2008,19,9,5.95,0
2008,19,9,5.99,0
2008,19,9,6.04,0
2008,19,9,6.07,0
2008,19,9,6.08,0
2008,19,9,6.31,1
2008,19,9,7.19,0
2008,19,10,2.82,0
2008,19,10,2.9,0
2008,19,10,3.18,1
2008,19,10,3.29,1
2008,19,10,3.34,1
2008,19,10,3.47,0
2008,19,10,4.32,1
2008,19,10,4.42,1
2008,19,10,4.45,1
2008,19,10,4.52,1
2008,19,10,4.54,1
2008,19,10,4.97,0
2008,19,10,4.99,1
2008,19,10,5.43,0
2008,19,10,5.56,1
2008,19,10,5.73,1
2008,19,10,5.85,1
2008,19,10,5.93,1
2008,19,10,6.43,1
2008,19,10,6.98,1
2008,19,10,7.2,1
2008,19,10,7.95,0
2008,19,11,2.66,0
2008,19,11,3.16,1
2008,19,11,3.33,1
2008,19,11,3.47,0
2008,19,11,3.66,1
2008,19,11,3.69,1
2008,19,11,3.72,1
2008,19,11,3.72,1
2008,19,11,3.88,1
2008,19,11,3.93,1
2008,19,11,4.24,1
2008,19,11,4.25,1
2008,19,11,4.29,1
2008,19,11,4.31,1
2008,19,11,4.48,1
2008,19,11,4.5,1
2008,19,11,4.98,1
2008,19,11,5.01,1
2008,19,11,5.02,1
2008,19,11,5.14,1
2008,19,11,5.16,1
2008,19,11,5.18,1
2008,19,11,5.35,0
2008,19,11,5.42,0
2008,19,11,5.54,1
2008,19,11,5.61,0
2008,19,11,5.78,0
2008,19,11,5.82,0
2008,19,11,5.83,0
2008,19,11,5.87,0
2008,19,11,5.89,0
2008,19,11,5.9,1
2008,19,11,5.91,0
2008,19,11,6.01,1
2008,19,11,6.08,1
2008,19,11,6.14,1
2008,19,11,6.21,1
2008,19,11,6.7,1
2008,19,11,7.12,1
2008,19,11,7.7,0
2008,19,11,7.83,1
2008,19,11,7.86,1
2008,19,11,7.87,1
2008,19,11,8.51,1
2008,19,12,4.38,1
2008,19,12,4.88,1
2008,19,12,5.06,1
2008,19,12,5.34,1
2008,19,12,5.49,1
2008,19,12,5.5,1
2008,19,12,5.52,1
2008,19,12,5.9,1
2008,19,12,7.26,1
2008,19,13,2.26,0
2008,19,13,2.38,0
2008,19,13,2.52,0
2008,19,13,2.58,0
2008,19,13,3.17,1
2008,19,13,3.2,1
2008,19,13,3.24,1
2008,19,13,3.41,0
2008,19,13,3.46,1
2008,19,13,3.57,1
2008,19,13,3.69,1
2008,19,13,4.05,1
2008,19,13,4.1,1
2008,19,13,4.14,0
2008,19,13,4.17,1
2008,19,13,4.23,1
2008,19,13,4.3,1
2008,19,13,4.43,1
2008,19,13,4.48,1
2008,19,13,4.78,0
2008,19,13,4.89,1
2008,19,13,4.93,1
2008,19,13,4.94,1
2008,19,13,4.99,1
2008,19,13,5.06,1
2008,19,13,5.1,1
2008,19,13,5.12,0
2008,19,13,5.13,1
2008,19,13,5.15,1
2008,19,13,5.15,1
2008,19,13,5.16,1
2008,19,13,5.2,1
2008,19,13,5.26,1
2008,19,13,5.28,1
2008,19,13,5.29,1
2008,19,13,5.33,1
2008,19,13,5.4,1
2008,19,13,5.4,0
2008,19,13,5.45,1
2008,19,13,5.45,0
2008,19,13,5.46,1
2008,19,13,5.49,1
2008,19,13,5.5,1
2008,19,13,5.51,1
2008,19,13,5.51,0
2008,19,13,5.54,1
2008,19,13,5.55,0
2008,19,13,5.55,0
2008,19,13,5.58,1
2008,19,13,5.61,1
2008,19,13,5.71,1
2008,19,13,5.79,1
2008,19,13,5.8,0
2008,19,13,5.81,1
2008,19,13,5.83,1
2008,19,13,5.89,1
2008,19,13,5.98,0
2008,19,13,5.99,1
2008,19,13,5.99,1
2008,19,13,6,0
2008,19,13,6.02,1
2008,19,13,6.04,1
2008,19,13,6.1,0
2008,19,13,6.13,0
2008,19,13,6.34,1
2008,19,13,6.7,0
2008,19,13,6.78,0
2008,19,13,6.8,1
2008,19,13,7.53,1
2008,19,14,2.53,0
2008,19,14,2.72,0
2008,19,14,2.81,0
2008,19,14,2.93,0
2008,19,14,3.02,0
2008,19,14,3.02,0
2008,19,14,3.07,1
2008,19,14,3.35,1
2008,19,14,3.44,0
2008,19,14,3.47,1
2008,19,14,3.49,0
2008,19,14,3.5,1
2008,19,14,3.63,1
2008,19,14,4.09,1
2008,19,14,4.12,1
2008,19,14,4.14,1
2008,19,14,4.2,1
2008,19,14,4.34,1
2008,19,14,4.67,1
2008,19,14,5.03,1
2008,19,14,5.06,1
2008,19,14,5.27,1
2008,19,14,5.29,1
2008,19,14,5.29,0
2008,19,14,5.34,1
2008,19,14,5.39,1
2008,19,14,5.41,0
2008,19,14,5.49,1
2008,19,14,5.57,0
2008,19,14,5.7,1
2008,19,14,5.73,1
2008,19,14,5.78,0
2008,19,14,5.81,1
2008,19,14,5.88,1
2008,19,14,5.9,1
2008,19,14,5.91,1
2008,19,14,5.96,1
2008,19,14,6,0
2008,19,14,6.02,1
2008,19,14,6.9,1
2008,19,14,6.94,0
2008,19,14,7.08,0
2008,19,14,7.53,1
2008,19,15,1.98,0
2008,19,15,2.34,0
2008,19,15,2.5,0
2008,19,15,2.66,0
2008,19,15,2.77,0
2008,19,15,2.81,0
2008,19,15,2.91,0
2008,19,15,3.02,0
2008,19,15,3.42,0
2008,19,15,3.42,0
2008,19,15,3.47,1
2008,19,15,3.5,0
2008,19,15,3.51,0
2008,19,15,3.54,0
2008,19,15,3.57,0
2008,19,15,3.61,0
2008,19,15,3.75,0
2008,19,15,3.83,0
2008,19,15,3.86,0
2008,19,15,3.88,0
2008,19,15,3.91,0
2008,19,15,3.98,0
2008,19,15,4.06,0
2008,19,15,4.08,1
2008,19,15,4.19,1
2008,19,15,4.61,0
2008,19,15,4.83,1
2008,19,15,4.95,1
2008,19,15,5,0
2008,19,15,5.15,1
2008,19,15,5.2,1
2008,19,15,5.3,1
2008,19,15,5.35,1
2008,19,15,5.35,1
2008,19,15,5.44,0
2008,19,15,5.54,1
2008,19,15,5.55,0
2008,19,15,5.56,1
2008,19,15,5.58,0
2008,19,15,5.58,0
2008,19,15,5.64,1
2008,19,15,5.65,1
2008,19,15,5.66,0
2008,19,15,5.7,0
2008,19,15,5.73,1
2008,19,15,5.8,0
2008,19,15,5.87,1
2008,19,15,5.87,0
2008,19,15,5.88,0
2008,19,15,5.9,0
2008,19,15,5.91,1
2008,19,15,5.92,0
2008,19,15,5.99,1
2008,19,15,6.03,1
2008,19,15,6.06,1
2008,19,15,6.09,0
2008,19,15,6.09,1
2008,19,15,6.09,0
2008,19,15,6.19,1
2008,19,15,6.29,1
2008,19,15,6.54,0
2008,19,15,6.69,0
2008,19,15,7.02,1
2008,19,16,2.27,0
2008,19,16,2.54,0
2008,19,16,2.71,0
2008,19,16,2.87,0
2008,19,16,2.94,0
2008,19,16,3.02,0
2008,19,16,3.23,1
2008,19,16,3.41,0
2008,19,16,3.53,1
2008,19,16,3.6,0
2008,19,16,4.08,1
2008,19,16,4.13,1
2008,19,16,4.68,1
2008,19,16,4.91,1
2008,19,16,5.37,1
2008,19,16,5.39,1
2008,19,16,5.39,0
2008,19,16,5.43,1
2008,19,16,5.43,0
2008,19,16,5.45,0
2008,19,16,5.48,1
2008,19,16,5.6,1
2008,19,16,5.62,1
2008,19,16,5.62,0
2008,19,16,5.76,1
2008,19,16,5.76,0
2008,19,16,5.85,0
2008,19,16,5.9,1
2008,19,16,5.92,0
2008,19,16,5.93,1
2008,19,16,5.97,0
2008,19,16,6,0
2008,19,16,6.01,0
2008,19,16,6.02,0
2008,19,16,6.28,1
2008,19,16,6.41,0
2008,19,16,6.74,1
2008,19,16,6.98,0
2008,19,17,3.15,1
2008,19,17,3.17,1
2008,19,17,3.17,1
2008,19,17,3.36,1
2008,19,17,3.36,1
2008,19,17,3.36,1
2008,19,17,3.51,1
2008,19,17,3.52,1
2008,19,17,3.57,1
2008,19,17,3.62,0
2008,19,17,3.68,1
2008,19,17,3.72,1
2008,19,17,3.74,1
2008,19,17,3.77,1
2008,19,17,3.98,1
2008,19,17,3.99,1
2008,19,17,4.03,1
2008,19,17,4.1,1
2008,19,17,4.15,1
2008,19,17,4.52,1
2008,19,17,4.69,1
2008,19,17,4.7,1
2008,19,17,4.78,1
2008,19,17,4.79,1
2008,19,17,5.15,1
2008,19,17,5.17,1
2008,19,17,5.18,1
2008,19,17,5.25,1
2008,19,17,5.28,1
2008,19,17,5.34,1
2008,19,17,5.34,0
2008,19,17,5.52,1
2008,19,17,5.83,1
2008,19,17,5.98,1
2008,19,17,6.04,1
2008,19,17,6.17,1
2008,19,17,6.26,1
2008,19,17,6.4,1
2008,19,17,6.94,0
2008,19,17,5.32,1
2008,19,17,7.36,1
2008,19,17,8.86,1
2008,1,1,3.17,1
2008,1,1,3.26,1
2008,1,1,3.33,1
2008,1,1,3.34,1
2008,1,1,3.35,1
2008,1,1,3.37,1
2008,1,1,3.43,1
2008,1,1,3.45,1
2008,1,1,3.52,1
2008,1,1,3.52,1
2008,1,1,3.53,1
2008,1,1,3.56,1
2008,1,1,3.65,1
2008,1,1,3.67,1
2008,1,1,3.72,1
2008,1,1,3.73,1
2008,1,1,3.82,1
2008,1,1,3.83,1
2008,1,1,3.85,1
2008,1,1,3.88,1
2008,1,1,3.89,1
2008,1,1,3.9,1
2008,1,1,3.91,1
2008,1,1,3.92,1
2008,1,1,3.93,1
2008,1,1,3.95,1
2008,1,1,3.97,1
2008,1,1,3.98,1
2008,1,1,4.01,1
2008,1,1,4.05,1
2008,1,1,4.09,1
2008,1,1,4.1,1
2008,1,1,4.11,1
2008,1,1,4.15,1
2008,1,1,4.16,1
2008,1,1,4.16,1
2008,1,1,4.17,1
2008,1,1,4.3,1
2008,1,1,4.34,1
2008,1,1,4.4,1
2008,1,1,4.49,1
2008,1,1,4.56,1
2008,1,1,4.56,1
2008,1,1,4.58,1
2008,1,1,4.64,1
2008,1,1,4.66,1
2008,1,1,4.66,1
2008,1,1,4.66,1
2008,1,1,4.7,1
2008,1,1,4.89,1
2008,1,1,4.89,1
2008,1,1,4.89,1
2008,1,1,4.92,1
2008,1,1,5.02,1
2008,1,1,5.02,1
2008,1,1,5.03,1
2008,1,1,5.12,1
2008,1,1,5.14,1
2008,1,1,5.22,1
2008,1,1,5.25,1
2008,1,1,5.25,1
2008,1,1,5.28,1
2008,1,1,5.31,1
2008,1,1,5.4,1
2008,1,1,5.43,1
2008,1,1,5.43,1
2008,1,1,5.46,1
2008,1,1,5.47,1
2008,1,1,5.48,1
2008,1,1,5.52,1
2008,1,1,5.54,1
2008,1,1,5.57,1
2008,1,1,5.63,1
2008,1,1,5.66,1
2008,1,1,5.68,1
2008,1,1,5.69,1
2008,1,1,5.69,1
2008,1,1,5.7,1
2008,1,1,5.74,1
2008,1,1,5.74,1
2008,1,1,5.8,1
2008,1,1,5.8,1
2008,1,1,5.82,1
2008,1,1,5.83,1
2008,1,1,5.86,1
2008,1,1,5.92,1
2008,1,1,5.92,1
2008,1,1,5.93,1
2008,1,1,5.93,1
2008,1,1,5.95,1
