ms,sex,trait_1,trait_2,trait_3,trait_4,trait_5,trait_6,trait_7
1,male,1.619258957,0.760516767,0.360987859,0.40507885,0.752321382,1.350942135,0.175590015
0,male,1.716754313,0.840342865,0.47212713,0.676455008,0.922022725,1.381308844,0.201629374
1,male,1.686083001,0.850783432,0.294532888,0.400812182,0.80596278,1.347203265,0.120892917
1,male,1.710591162,0.91214975,0.413143413,0.600356738,0.876694541,1.365432958,0.212877325
1,male,1.722539939,0.863379073,0.4650287,0.711477627,0.894351788,1.43485655,0.233940446
0,male,1.674674341,0.853207651,0.411452422,0.495334578,0.770601384,1.346503211,0.050834972
0,male,1.690644757,0.837138401,0.355364612,0.701035665,0.80300223,1.343044396,0.122109892
0,male,1.712678198,0.790355535,0.383358038,0.56082869,0.840053743,1.346240275,0.0755332
0,male,1.678669273,0.709487709,0.33738803,0.638142751,0.675932002,1.377363695,-0.021970541
0,male,1.698740897,0.865303305,0.279115308,0.670987908,0.79707081,1.377141237,0.104238773
1,male,1.681406924,0.814240516,0.327000062,0.610720349,0.804011377,1.597363254,0.264291489
0,male,1.709922689,0.623059118,0.39162686,0.620851012,0.929417481,1.414622845,0.17933065
1,male,1.685097026,0.924317347,0.351749541,0.382294302,0.733635997,1.230586014,0.077410722
1,male,1.761885569,0.857464434,0.432153562,0.684179717,0.917367791,1.470774446,0.223138917
1,male,1.636193044,0.711346298,0.355051316,0.485946656,0.643603248,1.235002511,0.153209016
1,male,1.753886262,0.887326783,0.455128986,0.844350865,0.844314764,1.547992485,0.274442773
0,male,1.670321248,0.918797977,0.515324545,0.626875215,0.795001561,1.396746821,0.024735101
0,male,1.764521196,0.89326585,0.255378539,0.584362822,0.849122743,1.237370185,0.082317008
0,male,1.716801848,0.86894491,0.463874327,0.817567592,0.851273005,1.426836107,0.138690808
0,male,1.627347054,0.868629255,0.336536265,0.559673485,0.778794789,1.379441364,0.05739572
0,male,1.709103325,0.802331998,0.253695226,0.612867566,0.78355892,1.262857178,0.017965729
0,male,1.691103071,0.843674917,0.40648252,0.641731777,0.887095977,1.420642733,0.184271331
0,male,1.723738797,0.816880085,0.352640321,0.428665619,0.944633422,1.237689974,0.230215992
0,male,1.72160066,0.925117733,0.326659988,0.540574701,0.966341184,1.428280567,0.339635529
1,male,1.719405925,0.869315005,0.333468036,0.716603209,0.83296756,1.415976696,0.227395545
1,male,1.675685679,0.777971503,0.424587117,0.525254397,0.906124665,1.357409817,0.368379838
1,male,1.704825944,0.803324477,0.377244224,0.741638788,0.852345282,1.418201659,0.117521718
1,male,1.702599534,0.707030115,0.393426733,0.681980745,0.724382237,1.435277194,0.079994054
0,male,1.715421268,0.856212746,0.465091807,0.705811549,0.850213636,1.483636721,0.150162526
1,male,1.706939484,0.796003753,0.496935714,0.533944094,0.871699005,1.441838384,0.20289954
0,male,1.735755658,0.899967815,0.386173798,0.772990939,1.038082269,1.539987476,0.35883214
1,male,1.694588084,0.779031824,0.44176419,0.476063746,0.841574353,1.378017881,0.198499933
1,male,1.694319048,0.896764732,0.429652193,0.433049581,0.83920011,1.320930871,0.135301937
1,male,1.690298836,0.857095073,0.352949907,0.591922519,0.78837636,1.250410093,0.054183938
1,male,1.740848742,0.791218603,0.220804949,0.41282802,0.869839698,1.254226993,0.138515574
1,male,1.716651765,0.785236994,0.374470881,0.489861928,0.841376014,1.312246043,0.245373122
0,male,1.722657323,0.858944354,0.284434726,0.523639667,0.930491081,1.31759085,0.142964319
1,male,1.710473706,0.77391766,0.423348512,0.68401436,1.042192067,1.409735782,0.464934485
0,male,1.707980026,0.871224713,0.07431068,0.42424992,0.831310911,1.214436592,0.024595096
1,male,1.688169688,0.923061857,0.430663825,0.494014822,0.837706629,1.334905642,0.237788897
1,male,1.698996962,0.925494471,0.439406511,0.666370912,0.790650594,1.37476247,0.333115639
0,male,1.673796939,0.831051171,0.470082131,0.605257735,0.793204265,1.458134177,0.16089843
0,male,1.696663291,0.716632796,0.397189786,0.542597304,0.92303651,1.32343084,0.082522188
1,male,1.674758108,0.876348465,0.425398509,0.381417269,0.86120882,1.330709896,0.178814342
1,male,1.694081735,0.812229624,0.525350933,0.458362801,0.925425956,1.348043215,0.373124461
1,male,1.721113463,0.963820461,0.221987214,0.446368576,0.850777067,1.331756085,0.207515864
0,male,1.704650965,0.68760745,0.259854836,0.766914114,0.769051799,1.462673336,0.110099663
0,male,1.743230088,1.010624008,0.356557333,0.769759958,0.855167584,1.393131679,0.193179961
1,male,1.683302382,0.826840582,0.399736191,0.397733782,0.808552292,1.393383339,0.257475974
1,male,1.687939431,0.906931726,0.496377199,0.544715011,0.97623327,1.285148245,0.265780215
0,male,1.683035796,0.832662935,0.35914193,0.504547765,0.90337712,1.360614536,0.103748588
0,male,1.713430179,0.895330769,0.334563622,0.562095344,0.86291852,1.406444755,0.072396139
0,male,1.658354899,0.88284704,0.434924181,0.467078664,0.97482196,1.329704352,0.222774368
1,male,1.60952524,0.703914617,0.215696804,0.471506723,0.820324181,1.38627496,0.202007319
0,male,1.746936303,0.862970726,0.264881884,0.651055406,0.934716795,1.410766572,0.188028015
1,male,1.694380263,0.829238024,0.295539673,0.475919896,0.78861139,1.445419635,0.199562809
1,male,1.752453258,1.006443028,0.330853694,0.490192876,0.911885077,1.333646766,0.363801977
0,male,1.752627195,1.003718442,0.476325941,0.635632049,0.907215388,1.342596508,0.137164354
0,male,1.713435922,0.820958088,0.380490954,0.472279094,0.770452544,1.289043725,0.061174495
1,male,1.697705665,0.868202768,0.358096316,0.501118243,0.940487938,1.343776981,0.303322656
1,male,1.713499915,0.768083025,0.525572386,0.556775392,1.002257782,1.26486621,0.362988386
1,male,1.70897143,0.817015592,0.428414287,0.688708974,0.825030694,1.420981288,0.241797566
1,male,1.671742262,0.872982041,0.384047095,0.731617677,0.776914338,1.560744975,0.341438033
1,male,1.745569019,0.831434,0.50412708,0.653285737,0.897048231,1.461035823,0.277443194
1,male,1.665576095,0.813159334,0.445864231,0.612418338,0.92268883,1.515822103,0.476745199
1,male,1.697903051,0.773438322,0.448950417,0.567450992,0.920097721,1.381797269,0.375810349
1,male,1.690150687,0.689400643,0.271339401,0.658040284,0.824911532,1.325690589,0.128278082
0,male,1.713006888,0.903934161,0.364639039,0.387027937,0.786304341,1.15325553,0.000857239
1,male,1.688222054,0.756141838,0.424384077,0.586279297,0.805270571,1.447446035,0.152659279
1,male,1.722570478,0.802227414,0.361924989,0.491504204,0.752106542,1.385165041,0.161239933
1,male,1.724013042,0.786893651,0.321942828,0.711036005,0.955401921,1.414241774,0.313936323
0,male,1.671888929,0.707126133,0.385207764,0.584922804,0.808009046,1.435197572,0.12904159
1,female,1.723818559,0.855213481,0.454790972,0.102220788,0.95787386,1.06330945,0.449713056
0,female,1.778503238,0.838689559,0.432769497,0.420617548,1.033712198,1.206735321,1.118852961
1,female,1.729001537,0.746233471,0.34304575,0.392395363,0.887049398,1.191093334,0.409746498
0,female,1.712415153,0.781129802,0.286457196,0.500291395,0.819149284,1.160164753,0.423361068
0,female,1.754686299,0.755996429,0.403293865,0.430760054,0.977563169,1.286896014,0.71600478
1,female,1.701420031,0.735648795,0.386893943,0.519578011,0.995246072,1.366118781,0.668498161
1,female,1.768014386,0.736039182,0.388987688,0.582606004,0.975793833,1.351258042,0.444283661
1,female,1.750695766,0.854864248,0.349222111,0.393041674,1.002923429,1.236485048,0.553456069
0,female,1.787204394,0.875720494,0.45863833,0.296897775,1.056111482,1.381067512,0.745111907
0,female,1.750282825,0.847322359,0.445074198,0.633606456,0.924812168,1.422444192,0.65809959
0,female,1.781773233,0.831520464,0.431351493,0.441570497,0.849303995,1.264762082,0.397210993
0,female,1.757356568,1.005954211,0.609322127,0.099486419,1.061709643,1.110368004,0.639251914
0,female,1.782638705,0.952242569,0.387528286,0.405427001,1.005069792,1.335723362,0.745569696
1,female,1.803172524,0.829255858,0.390298565,0.509679959,1.067855924,1.350058388,1.141876667
0,female,1.750667902,0.92652351,0.231406591,0.474883528,0.890834414,1.184519018,0.463036853
0,female,1.718158303,0.770841612,0.171146379,0.430584575,0.938325007,1.262931628,0.719652149
1,female,1.713371838,0.696682268,0.437704035,0.496952745,1.096782124,1.361049987,0.820147263
1,female,1.784681755,0.740096312,0.354747826,0.602318794,1.02614282,1.377187177,0.90127773
1,female,1.694323338,0.740721301,0.376428855,0.344076724,0.915190799,1.205001638,0.621982794
0,female,1.796581312,0.926702151,0.285303318,0.540775304,1.059162587,1.298436144,0.611914024
0,female,1.769561632,0.851458403,0.508634806,0.506629217,1.018880781,1.313012635,0.637873072
0,female,1.762773378,0.806101956,0.402296072,0.352110337,0.929034248,1.154919705,0.467787852
1,female,1.711112667,0.628291843,0.371620237,0.35889197,0.907366645,1.362589795,0.615144254
1,female,1.730651327,0.874595007,0.30928668,0.404308421,0.947387179,1.373283067,0.913535328
1,female,1.762512239,0.762942799,0.440334404,0.515558241,0.99108746,1.403705005,0.542920692
1,female,1.750305683,0.781599345,0.402462548,0.510983381,0.945763395,1.358393011,0.864912559
1,female,1.789888231,0.790963567,0.376767535,0.524978543,1.042090907,1.368636993,0.681595257
1,female,1.777650008,0.834991464,0.417111994,0.538325597,1.00382073,1.452838896,0.589823349
0,female,1.811849261,0.886928497,0.476149668,0.587112998,1.108067717,1.472311943,0.788891469
0,female,1.795028931,0.8827917,0.585718047,0.597107768,1.061581436,1.382764934,0.760595348
0,female,1.783668884,0.97242839,0.411382915,0.378355999,0.939751963,1.265720356,0.416434526
1,female,1.741596111,0.920908154,0.465415657,0.498921789,0.97100958,1.275081547,0.624115792
1,female,1.768621671,0.857519727,0.404767908,0.230402922,0.92687187,1.245041223,0.488824298
1,female,1.728964234,0.787320041,0.430429722,0.421017477,0.945533216,1.297030627,0.631006888
1,female,1.745164183,0.824567134,0.445432225,0.417817816,0.995865742,1.302692531,0.93331271
1,female,1.777206103,0.746233147,0.432708061,0.38876979,0.926691577,1.251157481,0.664476947
1,female,1.786149532,0.88181169,0.324952071,0.60509896,1.000998763,1.465855223,0.766719869
1,female,1.773986315,0.858478305,0.429384922,0.376850366,1.135534862,1.344439973,0.689846513
1,female,1.765662401,0.825582707,0.353560473,0.552294017,0.980929932,1.454028601,0.619934084
0,female,1.767702219,0.851149224,0.558392878,0.426827959,0.973565143,1.396382685,0.646830213
0,female,1.75871193,1.01006976,0.415330325,0.546334854,1.012306547,1.325881975,1.133961037
1,female,1.818490559,0.831530236,0.433913244,0.688585947,1.114123662,1.514303389,0.707399181
1,female,1.776170419,0.826917926,0.327339472,0.592657458,0.995223223,1.330293785,0.564899011
0,female,1.737682243,0.830380563,0.515790361,0.172854344,0.951909654,1.150223064,0.571660709
1,female,1.678844011,0.660166394,0.381715032,0.463442934,0.917068668,1.360177534,0.526752212
1,female,1.681421633,0.789185794,0.469154955,0.198023069,1.006441251,1.176480541,0.674330451
1,female,1.746201975,0.792724291,0.341617568,0.528708508,0.981667355,1.311259405,0.964907923
1,female,1.76720112,0.903986171,0.490632426,0.289922033,0.94347215,1.18255563,0.514120593
1,female,1.749044227,0.775757334,0.467050855,0.546243422,1.127460064,1.435462192,1.022748781
0,female,1.72716153,0.820280578,0.393011641,0.557033116,0.992502529,1.360469299,0.77913859
0,female,1.770131831,0.803106431,0.309401891,0.348282251,1.012534393,1.239324492,0.48335234
1,female,1.760141557,0.891750535,0.312823096,0.535356119,0.939764354,1.306603894,0.591406265
0,female,1.705382188,0.882120078,0.415097222,0.450299207,0.903560043,1.356547387,0.81764581
0,female,1.734751129,0.703216917,0.266048887,0.498932892,0.94338538,1.28427586,0.760799145
1,female,1.737563168,0.687313091,0.482671871,0.290705392,0.853522009,1.24035193,0.575745363
1,female,1.795353318,0.886394357,0.511628462,0.677975321,0.9996115,1.380024278,0.492795335
1,female,1.738360166,0.81394682,0.48729076,0.388841661,1.122138814,1.317609506,0.863673712
0,female,1.777885746,0.936282956,0.482637382,0.563350826,1.264482926,1.393226772,1.097633531
0,female,1.798666038,0.886787716,0.571255559,0.451305315,1.109996028,1.39925817,0.995862299
0,female,1.802063753,0.886294114,0.544932881,0.334090699,1.0897637,1.291998721,0.655833609
0,female,1.755451701,0.980490112,0.519859405,0.398049044,0.954035162,1.280524165,0.654591862
1,female,1.782303597,0.929279783,0.524818181,0.415371076,1.115248597,1.33062826,0.729130225
1,female,1.776349278,0.79586383,0.36601345,0.380968923,0.928941997,1.186630793,0.717216078
1,female,1.700168631,0.733531345,0.367504284,0.273036141,0.83841416,1.124688186,0.563504813
0,female,1.78565483,0.878195109,0.461089367,0.544516623,1.002368973,1.303365385,0.618644102
0,female,1.727935835,0.80885257,0.282175689,0.556817786,0.876937199,1.381837217,0.483755982
1,female,1.720218251,0.895804952,0.535704191,0.234088671,0.96316951,1.090771862,0.632985263
1,female,1.816339595,0.855646711,0.39212918,0.560436004,0.997203281,1.417291662,0.708767719
1,female,1.720963954,0.904047479,0.43019002,0.348011768,0.985414104,1.129130438,0.77157526
1,female,1.75539254,0.752038393,0.357297759,0.451063272,0.896528371,1.322117465,0.682415813
0,female,1.8069637,0.953256749,0.312428777,0.463569483,0.985394345,1.307377347,0.55477082
1,female,1.757474536,0.801476891,0.358386273,0.479021833,0.951545132,1.375779185,0.90153188
1,female,1.770158841,0.798381468,0.388418692,0.496783199,0.957696946,1.312159425,0.548243481
0,female,1.782660405,0.856391177,0.467726682,0.550909375,1.236746474,1.347890554,0.920439183
0,female,1.808603126,0.958413383,0.527679398,0.482725413,1.036359455,1.31674317,0.614316491
1,female,1.775809179,0.849045318,0.553565734,0.364778447,1.099667929,1.221730107,1.105452535
0,female,1.764532269,0.877947664,0.405114842,0.568672857,1.024533349,1.359601077,0.695361734
0,female,1.712612136,0.89281644,0.307796784,0.501080654,0.94686444,1.231820483,0.999924409
0,female,1.768428133,0.967938401,0.326287697,0.386260022,0.851900123,1.235100093,0.476088529
0,female,1.74164932,0.840862533,0.558311148,0.414793054,1.064276618,1.292632862,0.817065837
1,female,1.755930533,0.822165224,0.47294124,0.264823528,1.026809851,1.33548044,0.703589248
1,female,1.678364114,0.662931906,0.413221784,0.475441749,0.97082109,1.29843156,0.760688853
1,female,1.816124195,0.930514679,0.360375963,0.481166273,1.091200196,1.296372154,0.768712399
1,female,1.71179585,0.764538785,0.461052796,0.292319805,1.047121757,1.251783663,0.935802835
0,female,1.755458773,0.767226051,0.276244827,0.518637507,0.861365753,1.293167996,0.540015748
1,female,1.745742796,0.837873393,0.429611839,0.428995639,1.04215491,1.212177509,0.699849237
1,female,1.795512608,0.890047926,0.355643877,0.611330799,0.923049676,1.4332365,0.419575971
1,female,1.740534162,0.736669259,0.335677444,0.579622283,0.877104535,1.378011784,0.606139249
0,female,1.722306162,0.773265526,0.426528255,0.526974109,0.95526136,1.371814551,0.73085094
1,female,1.745712132,0.870372239,0.277986341,0.508151857,0.923906619,1.200744275,0.487970253
1,female,1.765195895,0.832307446,0.437460398,0.539940291,1.035011352,1.363046099,0.562610523
1,female,1.686072989,0.743781857,0.294407247,0.275689195,0.839001841,1.228504675,0.524401859
0,female,1.718893831,0.806730954,0.362865103,-0.000188895,0.903679726,0.989401898,0.673692624
1,female,1.77427018,1.042861952,0.327831003,0.516606015,0.993435411,1.377350493,0.81244422
0,female,1.76697142,0.887160509,0.402734455,0.55575063,0.877375667,1.344254425,0.437994103
0,female,1.813699804,0.901979243,0.45114282,0.746610073,1.229093398,1.471181302,1.228927487
0,female,1.773103145,0.868255703,0.443723453,0.522201299,0.979475912,1.398617135,0.625889304
1,female,1.710092625,0.674003061,0.192129744,0.419453106,0.966661483,1.24084137,0.87702229
1,female,1.75449761,0.870005543,0.222522982,0.591579405,0.869148618,1.359894584,0.433751828
0,female,1.790674427,0.934822361,0.402360668,0.445274488,1.080869477,1.368237763,0.803386968
0,female,1.763342681,0.947125047,0.448527008,0.277253507,0.93686544,1.211554891,0.509259706
1,female,1.817463936,0.882388157,0.3387788,0.500559102,0.961230881,1.434501029,0.821609389
0,female,1.774540155,0.887137048,0.496261484,0.38380434,1.017841404,1.225701267,0.708432215
0,female,1.773934128,0.958372711,0.292609418,0.502739597,0.913194035,1.353856454,0.540462582
1,female,1.701368611,0.642000785,0.334104224,0.580629414,0.909928091,1.235326381,0.465512469
0,female,1.65182001,0.621568433,0.352490678,0.417753129,0.828010165,1.268739783,0.600693511
0,female,1.778853968,0.953328672,0.403580414,0.360302046,1.035634402,1.332158539,0.990183009
1,female,1.767499044,0.937795073,0.512000291,0.472866712,1.061706145,1.324782947,0.899079621
0,female,1.800867596,0.869961013,0.401921814,0.50603948,0.956868683,1.382934463,0.504165242
1,female,1.748723348,0.833279016,0.556267344,0.374396404,0.947130603,1.366527919,0.589455162
0,male,1.724844738,0.743327113,0.396834488,0.741171666,0.853952266,1.466402978,0.148041696
1,male,1.679641315,0.724878515,0.366603208,0.692784838,0.73873521,1.470071996,0.080932605
1,male,1.638839197,0.749745563,0.331986506,0.51138036,0.845613736,1.414592464,0.106657877
1,male,1.704473521,0.851081938,0.435493562,0.717361658,0.770761566,1.514234593,0.11363512
0,male,1.680419737,0.827964039,0.596348796,0.895818715,0.822530799,1.580375171,0.156787988
0,male,1.676085904,0.758024083,0.326476671,0.589253604,0.732130673,1.376011911,0.101173795
0,male,1.705148921,0.889198735,0.310244893,0.453671374,0.790799811,1.257471238,0.026885281
0,male,1.745721246,0.874360326,0.436786923,0.795111994,0.945381202,1.439192244,0.25469501
0,male,1.716359615,0.89716465,0.440422581,0.68473863,0.913074116,1.438811572,0.236576049
0,male,1.680044843,0.938766118,0.272614593,0.609163166,0.804610449,1.322924799,0.040835086
0,male,1.741682822,0.833916482,0.117505931,0.623483403,0.723742016,1.283078775,-0.053853258
0,male,1.736131613,0.83352441,0.379405334,0.690416615,0.807275286,1.377677172,0.028529687
1,male,1.678203408,0.864216184,0.518931735,0.670870699,0.928446631,1.539320011,0.324513022
1,male,1.684439778,0.844549618,0.347812284,0.373368916,0.796591394,1.272965541,0.15687777
1,male,1.677806379,0.922950971,0.459445103,0.571845395,0.76893812,1.422202393,0.255744165
0,male,1.70959761,0.750858695,0.451046676,0.549689421,0.780465967,1.35520136,0.061636428
0,male,1.667595367,0.885847568,0.469399843,0.59594056,0.716459403,1.42518009,-0.027297179
0,male,1.741515983,0.772391548,0.493314554,0.811654137,1.143230651,1.52784628,0.487555605
1,male,1.743686412,0.807180106,0.385304838,0.788544795,0.956680602,1.468496102,0.30414162
0,male,1.71460449,0.924007708,0.313738615,0.537664721,0.935679078,1.319212982,0.210625826
1,male,1.684831435,0.746418021,0.41453972,0.581096311,0.907731748,1.424782867,0.308220339
1,male,1.677174867,0.782964515,0.466615834,0.641208025,0.885998146,1.384745037,0.340521823
0,male,1.655746686,0.717280565,0.390185513,0.605779563,0.827371946,1.374452676,0.107133538
0,male,1.649911904,0.825718972,0.353589691,0.590217934,0.924723355,1.52656479,0.246985148
1,male,1.729536258,0.876441994,0.356487131,0.729670591,0.916489851,1.509815672,0.218323206
0,male,1.734088307,0.757693463,0.395424835,0.74635879,0.854839723,1.39081096,0.100739635
0,male,1.725166971,0.89477701,0.323117218,0.598353052,0.712636788,1.373262622,0.140491927
0,male,1.661697893,0.762788757,0.328315129,0.569347869,0.848623121,1.291193273,0.071820081
0,male,1.666996887,0.763199827,0.392130512,0.571119404,0.737991773,1.410150781,0.014898617
0,male,1.636064017,0.769376178,0.426029423,0.494820676,0.791702951,1.408187648,0.048484702
0,male,1.733992653,0.778766988,0.35827946,0.525992698,0.658533362,1.411844048,0.025161736
1,male,1.612876189,0.614296799,0.398909523,0.814666464,0.809128639,1.533487476,0.20956992
0,male,1.69788073,0.767822189,0.595622494,0.686419838,0.843166398,1.58584501,0.207400749
0,male,1.667258572,0.65764533,0.274219028,0.453505558,0.678047663,1.100747962,-0.08101473
1,male,1.741470871,0.865040956,0.513890173,0.706497907,0.955159377,1.536842827,0.406534641
1,male,1.693178887,0.819815385,0.378509893,0.849928815,0.784955758,1.6977359,0.308941374
1,male,1.682140385,0.859766032,0.421888683,0.675635344,0.783232812,1.496208758,0.168804371
1,male,1.669198801,0.873132838,0.401331671,0.570095953,0.755399691,1.313401311,0.009224204
0,male,1.641476243,0.806386869,0.366602073,0.268772455,0.743237974,1.211167409,0.091447819
1,male,1.584455032,0.658762264,0.326799688,0.555004295,0.765991735,1.369991821,0.153442825
1,male,1.65835649,0.798799224,0.370195661,0.440579929,0.726114307,1.362239893,0.039205863
0,male,1.635641767,0.687129091,0.279515693,0.489607981,0.670782373,1.347210982,-0.0272898
0,male,1.638761903,0.733961943,0.283086987,0.641267534,0.698071014,1.41493286,0.028138861
1,male,1.687975209,0.699249418,0.537948248,0.776862267,0.914213406,1.529605668,0.264747046
1,male,1.64803158,0.879129175,0.344285349,0.500834517,0.831515603,1.346756327,0.103680867
1,male,1.644427796,0.716873445,0.434833903,0.793546117,0.830946764,1.509829675,0.226062196
0,male,1.720301559,0.820403366,0.374949202,0.425167001,0.721941627,1.322376184,-0.049970573
1,male,1.678830682,0.77966688,0.299317693,0.539784009,0.77079996,1.361473855,0.12400611
1,male,1.715978033,0.848843684,0.441533541,0.795035319,0.910792154,1.558568203,0.279360908
1,male,1.689242441,0.797520266,0.478583225,0.738290391,0.894856009,1.405719582,0.192545356
1,male,1.670881144,0.805222775,0.305960464,0.552986332,0.604326202,1.379541562,0.059905312
0,male,1.650378911,0.713511011,0.420062618,0.564077127,0.911332203,1.243293327,0.214178839
1,male,1.705517956,0.842427459,0.452430739,0.753547033,0.869172687,1.441872544,0.208744091
1,male,1.744254986,0.851368065,0.573006966,0.730003205,0.950173116,1.460081975,0.286585851
0,male,1.640945829,0.7996291,0.42449644,0.51012184,0.848588984,1.509232054,0.194584013
1,male,1.706092599,0.903719364,0.259912201,0.399982324,0.731685463,1.315667435,0.019128735
1,male,1.655451279,0.820282051,0.323194253,0.564596642,0.845045613,1.324709961,0.134762982
1,male,1.690100867,0.675784627,0.443218012,0.593439456,0.820421266,1.393350439,0.134249727
0,male,1.731683238,0.819987122,0.481080039,0.75635398,0.811966961,1.500365587,0.171307124
1,male,1.679357136,0.721071566,0.105879029,0.662887743,0.755507532,1.310002977,0.058478421
0,male,1.666391637,0.796392533,0.53325568,0.53273329,0.830120286,1.391157493,0.156286415
0,male,1.773229909,0.744152402,0.482489557,0.960982362,0.924439385,1.568035923,0.14542865
1,male,1.675618168,0.726902888,0.222900172,0.717742067,0.71502084,1.38037641,0.177857864
0,male,1.649484122,0.954837562,0.400772436,0.400607908,0.745898405,1.273189266,0.0694051
1,male,1.723088331,0.732194805,0.356044029,0.608706078,0.832907229,1.364686645,0.110143405
0,male,1.751729147,0.710520099,0.405556546,0.481205766,0.929982869,1.316265628,0.160045596
0,male,1.697033139,0.785133252,0.40544206,0.627352359,0.827264192,1.454130723,0.132468986
1,male,1.665470295,0.773977658,0.271158033,0.420883288,0.617320159,1.210046924,-0.015648893
1,male,1.710224785,0.947713876,0.269558904,0.704227059,0.858351711,1.399382077,0.196207235
0,male,1.707865769,0.793869753,0.470016615,0.639248099,0.856881258,1.483177463,0.098230619
1,male,1.684864215,0.769782162,0.399004053,0.806067363,1.070462677,1.51824558,0.470044959
1,male,1.717695217,0.854202582,0.362570388,0.460884375,0.841609837,1.321574888,0.151001687
0,male,1.649809362,0.663253122,0.381978854,0.618511915,0.782366192,1.386250717,0.065917747
1,male,1.680195463,0.710811769,0.254956908,0.690295722,0.798995469,1.435670636,0.326387093
0,male,1.711913097,0.751589257,0.48162496,0.534361246,0.836974384,1.345538263,0.142996821
1,male,1.716743003,0.795519716,0.411147348,0.749151228,0.875979439,1.424469577,0.18449218
0,male,1.73854777,0.924898324,0.462648503,0.669371807,0.998130646,1.393679454,0.286286664
0,male,1.734787072,0.756700513,0.510032792,0.65558831,0.916072347,1.469048996,0.196568407
0,male,1.688239009,0.698711744,0.401677098,0.627943105,0.642114518,1.477004247,0.046885947
1,male,1.709578644,0.878617588,0.285913541,0.601093484,0.806166641,1.467210079,0.231540698
1,male,1.673311485,0.880284901,0.323805355,0.446777884,0.818249832,1.364484759,0.150750879
0,male,1.659104095,0.792098164,0.21396529,0.500880658,0.685103086,1.447634661,1.5474E-05
0,male,1.663286493,0.79323396,0.15727974,0.459178646,0.7174669,1.343676923,0.009873886
0,male,1.654954403,0.659538348,0.308587952,0.623900049,0.698040171,1.337333987,0.047308478
0,male,1.655825961,0.839879263,0.262456436,0.70657896,0.675381824,1.558963632,0.248789156
1,male,1.744035243,0.799679651,0.541987779,0.855070023,0.864340068,1.478489195,0.156833357
1,male,1.680452996,0.898880729,0.364355086,0.54124748,0.854937603,1.389085498,0.274397154
0,male,1.683980305,0.789135898,0.429965348,0.720539743,0.907792166,1.604425036,0.2548057
1,male,1.698371453,0.779063979,0.22402272,0.725968379,0.748007584,1.399716285,0.083590596
0,male,1.710714632,0.90251465,0.467999035,0.576893974,0.820499378,1.488264409,0.218559298
1,male,1.681105347,0.734082559,0.233969105,0.658132257,0.802482247,1.360882956,0.124478596
0,male,1.712371798,0.818666862,0.547311054,0.794705616,0.842052262,1.455661169,0.138306907
1,male,1.766459287,0.832740273,0.423032737,0.714060346,1.036441545,1.550805092,0.441907045
1,male,1.648512009,0.906961128,0.33595718,0.703753216,0.701832781,1.47911012,0.176260305
0,male,1.700996875,0.713086828,0.61145752,0.780988727,0.967382345,1.558368718,0.310862181
1,male,1.686677688,0.811338521,0.421680251,0.596586101,0.926605378,1.445520901,0.32209157
1,male,1.694658142,0.801849318,0.263183584,0.612247944,0.852958985,1.543197799,0.26526132
0,male,1.72917925,0.728590602,0.251364245,0.897496708,0.747177244,1.569774962,0.063032069
1,male,1.714807926,0.949126683,0.395353737,0.431426958,0.797973167,1.301624554,0.022855909
0,male,1.692077038,0.748831014,0.211890767,0.557144356,0.827927646,1.380870802,0.095215122
0,male,1.671028341,0.8225841,0.258105039,0.602372637,0.763313684,1.456691456,0.059019947
0,male,1.680830635,0.747887211,0.46476831,0.761009964,0.828949439,1.498977853,0.161297745
0,male,1.608333272,0.596884735,0.333436588,0.528794067,0.623578359,1.207015892,-0.00353916
0,male,1.695046376,0.962090745,0.431523491,0.675446447,0.813382051,1.444944644,0.095518894
0,male,1.720268002,0.808849146,0.522975353,0.735634778,0.964181132,1.5877386,0.259290242
0,male,1.770463484,0.981634025,0.64044573,0.93349984,1.059216596,1.619933806,0.476544202
1,male,1.677714757,0.687649944,0.502301448,0.658005834,0.888956207,1.47112413,0.286741903
1,male,1.61178939,0.62570193,0.266110733,0.529008325,0.703853862,1.318512001,0.113943438
1,male,1.702000835,0.963907264,0.36457374,0.581731379,0.852920862,1.440881543,0.228649784
1,male,1.712248456,0.864522266,0.415986671,0.562269173,0.88647027,1.415866824,0.214828334
1,male,1.608045179,0.620680063,0.289926725,0.573600917,0.636203923,1.346679334,0.119712666
1,male,1.726355246,0.902394515,0.307065913,0.549780226,0.79723092,1.341882735,0.208869927
0,male,1.657890777,0.875386253,0.479595327,0.48878271,0.772255654,1.422906833,0.147472329
0,male,1.687225806,0.794850986,0.447181525,0.729065111,0.809083495,1.516905422,0.179805601
0,male,1.754698415,0.8053043,0.604348029,0.796174539,0.958276479,1.545139496,0.305507672
0,male,1.721441505,0.777489081,0.385777011,0.430147699,0.857933008,1.283045208,0.159775954
0,male,1.727912717,0.90010197,0.422111827,0.739385487,0.999271261,1.414568854,0.325016946
0,male,1.69502704,0.860875796,0.251009887,0.720736605,0.779582951,1.464321358,0.07968967
1,male,1.669233426,0.796666002,0.386670441,0.626923259,0.847946317,1.483237593,0.177447786
1,male,1.665848033,0.762828134,0.245434426,0.604628052,0.75035811,1.36020542,0.101342282
1,male,1.650997959,0.838781643,0.308784538,0.759840656,0.798846551,1.484675046,0.13942494
